brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,mileage_per_year,engine_liters
Pontiac,Solstice GXP,2007.0,47000.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,False,True,13300.0,18.0,2611.1111111111113,2.0
Hyundai,Sonata SE,2018.0,57690.0,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,False,True,15900.0,7.0,8241.42857142857,2.4
Mercedes-Benz,SLS AMG Base,2012.0,17941.0,Gasoline,6.2L V8 32V MPFI DOHC,7-Speed Automatic with Auto-Shift,Iridium Silver Metallic,Red,False,True,226000.0,13.0,1380.076923076923,6.2
Lincoln,Navigator Reserve,2018.0,54000.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Orange,False,True,46500.0,7.0,7714.285714285715,3.5
Nissan,Maxima SL,2007.0,101600.0,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,6700.0,18.0,5644.444444444444,3.5
Ford,Ranger XLT,2021.0,89000.0,Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,False,True,34000.0,4.0,22250.0,2.3
Tesla,Model 3 Long Range,2021.0,18000.0,,Electric Motor Electric Fuel System,A/T,Black,Black,False,True,42500.0,4.0,4500.0,
Jaguar,XE 35t Premium,2017.0,55000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,False,True,25000.0,8.0,6875.0,3.0
Lincoln,MKZ Reserve,2017.0,71964.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,False,True,18750.0,8.0,8995.5,2.0
Cadillac,Escalade ESV Platinum,2020.0,92000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,50000.0,5.0,18400.0,6.2
Ford,Fusion SE,2012.0,160000.0,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,False,True,4500.0,13.0,12307.692307692309,3.0
Mercedes-Benz,E-Class E 350,2012.0,95816.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,False,True,12000.0,13.0,7370.461538461538,3.5
Jeep,Wrangler Unlimited Sport,2014.0,132600.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,–,False,True,17000.0,11.0,12054.545454545454,3.6
Cadillac,DeVille Base,1994.0,47000.0,–,–,A/T,White,Blue,False,True,5990.0,31.0,1516.1290322580646,
Jeep,Wrangler Sport,2010.0,149460.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,False,True,10700.0,15.0,9964.0,3.8
Jeep,Wrangler Sport,2011.0,109646.0,Gasoline,3.8L V6 12V MPFI OHV,4-Speed Automatic,Mango Tango Pearlcoat,Black,False,False,16998.0,14.0,7831.857142857143,3.8
Acura,MDX 3.5L w/Technology Package,2019.0,90605.0,Gasoline,3.5 Liter,Automatic,White,Parchment,False,False,27698.0,6.0,15100.833333333334,3.5
Volkswagen,Jetta 1.4T S,2019.0,59000.0,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,False,True,17000.0,6.0,9833.333333333334,1.4
Chevrolet,Camaro Z28,2002.0,48000.0,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,21999.0,23.0,2086.9565217391305,5.7
Chevrolet,Corvette Z06,2016.0,41500.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Black,False,True,66000.0,9.0,4611.111111111111,6.2
Porsche,Cayman R,2012.0,54000.0,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,False,True,75000.0,13.0,4153.846153846154,3.4
Porsche,Cayenne Base,2018.0,70455.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,45855.0,7.0,10065.0,3.6
Subaru,Crosstrek 2.0i Limited,2018.0,84054.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,False,True,21499.0,7.0,12007.714285714286,2.0
BMW,750 Li,2007.0,114528.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,9000.0,18.0,6362.666666666667,4.8
Jeep,Wrangler Sahara,2013.0,111850.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,False,True,26500.0,12.0,9320.833333333334,3.6
GMC,Sierra 2500 AT4,2020.0,52673.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,False,True,69500.0,5.0,10534.6,6.6
BMW,X3 M AWD,2021.0,31500.0,Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,54500.0,4.0,7875.0,3.0
BMW,335 i,2011.0,73000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,False,True,16000.0,14.0,5214.285714285715,3.0
Jeep,Wrangler Unlimited Sahara,2019.0,59692.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,35900.0,6.0,9948.666666666666,3.6
Toyota,Corolla S Plus,2016.0,68364.0,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,False,True,16000.0,9.0,7596.0,1.8
Land,Rover Discovery HSE LUXURY,2017.0,47200.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,False,True,29000.0,8.0,5900.0,3.0
Mercedes-Benz,E-Class E 450 4MATIC,2021.0,18000.0,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,False,True,62000.0,4.0,4500.0,3.0
Ford,Fusion Hybrid Base,2012.0,158366.0,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,False,True,8250.0,13.0,12182.0,2.5
BMW,X1 xDrive 28i,2017.0,49700.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,False,True,26000.0,8.0,6212.5,2.0
GMC,Terrain SLE,2010.0,81500.0,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,False,True,12250.0,15.0,5433.333333333333,2.4
BMW,i3 120Ah w/Range Extender,2019.0,16975.0,,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,Black,Black,False,True,26990.0,6.0,2829.1666666666665,0.65
Porsche,911 GT3,2018.0,5989.0,Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",GT SILVER,BLACK,False,False,209000.0,7.0,855.5714285714286,4.0
Ford,Mustang SVT Cobra,2003.0,16100.0,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,False,True,35500.0,22.0,731.8181818181819,4.6
Land,Rover Range Rover Supercharged LWB,2020.0,54225.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,False,True,67500.0,5.0,10845.0,5.0
RAM,2500 Big Horn,2016.0,89500.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,35000.0,9.0,9944.444444444445,6.4
Ford,E250 Cargo,2013.0,87501.0,E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,False,True,17777.0,12.0,7291.75,4.6
MINI,Countryman Cooper S ALL4,2018.0,12370.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,False,True,28900.0,7.0,1767.142857142857,2.0
RAM,1500 Classic Tradesman,2019.0,12466.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,False,True,28995.0,6.0,2077.6666666666665,5.7
Volvo,C70 T5,2011.0,199000.0,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,False,True,5500.0,14.0,14214.285714285714,2.5
Mercedes-Benz,SL-Class SL600 Roadster,2007.0,78200.0,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Brown,False,True,22999.0,18.0,4344.444444444444,5.5
Toyota,Camry Hybrid XLE,2018.0,22000.0,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,False,True,29500.0,7.0,3142.8571428571427,2.5
GMC,Acadia SLE-2,2016.0,100795.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Frost Tri-Coat,Ebony,False,True,12995.0,9.0,11199.444444444445,3.6
Chevrolet,Impala 1LT,2019.0,99941.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Silver Ice Metallic,Jet Black,False,True,17816.0,6.0,16656.833333333332,3.6
Jeep,Grand Cherokee L Laredo,2021.0,23588.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,False,False,38633.0,4.0,5897.0,3.6
Jeep,Liberty Sport,2003.0,103000.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,5200.0,22.0,4681.818181818182,3.7
Jaguar,XF Luxury,2009.0,91491.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,False,True,7000.0,16.0,5718.1875,4.2
Honda,Civic Sport,2020.0,23131.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Crystal Black Pearl,Black,False,False,23739.0,5.0,4626.2,2.0
Subaru,Outback 2.5i Premium,2019.0,77000.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Gray,False,True,18749.0,6.0,12833.333333333334,2.5
Land,Rover Range Rover Sport HSE Dynamic,2019.0,20500.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,False,True,76000.0,6.0,3416.6666666666665,3.0
Tesla,Model Y Long Range,2022.0,500.0,,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,False,True,45900.0,3.0,166.66666666666666,
Lexus,ES 350 Base,2019.0,49810.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,33900.0,6.0,8301.666666666666,3.5
Honda,CR-V Touring,2022.0,20229.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,False,False,36727.0,3.0,6743.0,1.5
Alfa,Romeo Giulia Quadrifoglio,2021.0,10558.0,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,75000.0,4.0,2639.5,2.9
BMW,330 i,2005.0,59300.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Red,Black,False,True,30900.0,20.0,2965.0,3.0
Maybach,Type 57 Base,2004.0,34254.0,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,–,False,True,64250.0,21.0,1631.142857142857,5.5
Lexus,ES 250 Base,2021.0,24364.0,Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,False,False,37998.0,4.0,6091.0,2.5
Mercedes-Benz,Sprinter 2500,2016.0,139200.0,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,False,True,22000.0,9.0,15466.666666666666,2.1
Mercedes-Benz,E-Class E 350,2012.0,82046.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,False,True,13999.0,13.0,6311.2307692307695,3.5
Dodge,Dakota Sport,1997.0,285000.0,Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,False,True,6399.0,28.0,10178.57142857143,5.2
RAM,1500 Tradesman/Express,2017.0,26269.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Bright White Clearcoat,Black,False,False,25307.0,8.0,3283.625,3.6
Mazda,CX-9 Touring,2016.0,127131.0,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,–,False,True,16770.0,9.0,14125.666666666666,2.5
Porsche,911 Turbo S,2019.0,31000.0,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,False,True,179900.0,6.0,5166.666666666667,3.8
BMW,X3 xDrive30i,2021.0,27000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,False,True,38400.0,4.0,6750.0,2.0
Jeep,Grand Cherokee Limited,2015.0,93400.0,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,False,True,18900.0,10.0,9340.0,3.6
BMW,X7 xDrive40i,2021.0,9200.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Brown,False,True,71200.0,4.0,2300.0,3.0
Mercedes-Benz,SL-Class SL 550,2014.0,76850.0,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,False,True,32999.0,11.0,6986.363636363636,4.7
Bentley,Continental GT W12,2016.0,61160.0,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,98000.0,9.0,6795.555555555556,6.0
Jeep,Wrangler Unlimited,2005.0,146000.0,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,False,True,15900.0,20.0,7300.0,4.0
Tesla,Model S 100D,2017.0,38957.0,,Electric Motor Electric Fuel System,1-Speed A/T,Silver,Beige,False,True,46750.0,8.0,4869.625,
Volkswagen,Golf SportWagen TSI SE,2017.0,33850.0,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,False,True,16500.0,8.0,4231.25,1.8
Jeep,Wrangler Unlimited Sahara,2020.0,61830.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,False,False,39860.0,5.0,12366.0,2.0
Kia,Sorento SXL,2017.0,108559.0,Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,Titanium Silver,Satin Black,False,False,15998.0,8.0,13569.875,3.3
Lexus,LS 430 Base,2006.0,192000.0,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,False,True,7390.0,19.0,10105.263157894737,4.3
Mercedes-Benz,E-Class E 350 4MATIC,2014.0,83112.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,15500.0,11.0,7555.636363636364,3.5
Tesla,Model X 75D,2016.0,52000.0,,518.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,False,True,52000.0,9.0,5777.777777777777,
RAM,1500 Rebel,2020.0,57300.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,43500.0,5.0,11460.0,5.7
MINI,Cooper Base,2008.0,104500.0,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,False,True,4100.0,17.0,6147.058823529412,1.6
Jeep,Cherokee Sport,1996.0,170552.0,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,False,True,6500.0,29.0,5881.103448275862,4.0
Ford,Mustang GT Premium,2013.0,18000.0,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,False,True,29000.0,12.0,1500.0,5.0
Lincoln,Navigator Reserve,2019.0,39000.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,False,True,51999.0,6.0,6500.0,3.5
Jeep,Gladiator Rubicon,2020.0,38000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,45000.0,5.0,7600.0,3.6
Porsche,Cayman GT4,2016.0,15168.0,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,False,True,115000.0,9.0,1685.3333333333333,3.8
Honda,Civic EX,2012.0,167506.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,False,True,6500.0,13.0,12885.076923076924,1.8
Jeep,Grand Cherokee Laredo,2012.0,166000.0,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,False,True,13000.0,13.0,12769.23076923077,3.6
Ford,Shelby GT500 Base,2021.0,19200.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,82950.0,4.0,4800.0,5.2
Land,Rover Defender SE,2022.0,46000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Beige,False,True,75000.0,3.0,15333.333333333334,3.0
Hummer,H3 Base,2007.0,201000.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,7200.0,18.0,11166.666666666666,3.7
Kia,Sportage LX,2014.0,87000.0,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,8900.0,11.0,7909.090909090909,2.4
GMC,Yukon XL 1500 SLT,2015.0,145000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,False,True,24950.0,10.0,14500.0,5.3
Jeep,Wrangler Unlimited Sport,2020.0,33060.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,36500.0,5.0,6612.0,3.6
Ford,Bronco XLT,1995.0,195000.0,–,–,A/T,Blue,Gray,False,True,15000.0,30.0,6500.0,
Tesla,Model S Long Range Plus,2021.0,10550.0,,557.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,False,True,67800.0,4.0,2637.5,
Audi,A6 3.0T Prestige,2014.0,89500.0,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,18000.0,11.0,8136.363636363636,3.0
Jeep,Wrangler 80th Anniversary,2021.0,27000.0,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Red,Black,False,True,37500.0,4.0,6750.0,3.6
Jeep,Wrangler Sport,2010.0,87250.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,False,True,18500.0,15.0,5816.666666666667,3.8
Volkswagen,CC 2.0T Sport,2016.0,76495.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,13000.0,9.0,8499.444444444445,2.0
Cadillac,SRX Luxury Collection,2016.0,70503.0,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,False,True,15500.0,9.0,7833.666666666667,3.6
Porsche,Cayenne Turbo,2009.0,41965.0,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,False,True,35000.0,16.0,2622.8125,4.8
Toyota,4Runner 4WD,1999.0,267000.0,Gasoline,150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Beige,False,True,8000.0,26.0,10269.23076923077,2.7
Mitsubishi,Eclipse GT,2003.0,146000.0,Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,False,True,4200.0,22.0,6636.363636363636,3.0
Chevrolet,Corvette Stingray w/1LT,2023.0,9000.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,False,True,82500.0,2.0,4500.0,6.2
Toyota,GR86 Premium,2022.0,1050.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,False,True,40000.0,3.0,350.0,2.4
Land,Rover Range Rover P525 Westminster,2021.0,22270.0,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Gray,Ebony,False,False,89900.0,4.0,5567.5,5.0
Ford,Mustang GT Premium,2012.0,19900.0,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,False,True,26500.0,13.0,1530.7692307692307,5.0
Tesla,Model Y Long Range,2020.0,19800.0,,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,False,True,44990.0,5.0,3960.0,
RAM,1500 Sport,2012.0,113500.0,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,17900.0,13.0,8730.76923076923,5.7
Lamborghini,Gallardo LP550-2,2013.0,22000.0,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,False,True,150000.0,12.0,1833.3333333333333,5.2
INFINITI,Q60 3.0t Red Sport 400,2022.0,3300.0,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,False,True,54000.0,3.0,1100.0,3.0
Volkswagen,e-Golf SE,2016.0,41615.0,,115.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Gray,False,True,12000.0,9.0,4623.888888888889,
Tesla,Model X Long Range,2022.0,11860.0,,670.0HP Electric Motor Electric Fuel System,A/T,White,White,False,True,92500.0,3.0,3953.3333333333335,
BMW,M5 Base,2015.0,27000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,52500.0,10.0,2700.0,4.4
Kia,K5 GT-Line,2022.0,22101.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,False,True,29430.0,3.0,7367.0,1.6
Chevrolet,Caprice Classic Base,1996.0,60000.0,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Purple,Gray,False,False,18500.0,29.0,2068.9655172413795,5.7
Subaru,BRZ Limited,2013.0,46452.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,False,True,22888.0,12.0,3871.0,2.0
Lincoln,MKZ Reserve I,2019.0,36000.0,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,False,True,26500.0,6.0,6000.0,2.0
Chevrolet,Corvette Grand Sport,2019.0,13100.0,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Silver,Red,False,True,61950.0,6.0,2183.3333333333335,6.2
Audi,Q5 2.0T Premium Plus,2019.0,50000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,False,True,27000.0,6.0,8333.333333333334,2.0
Mazda,CX-9 Signature,2018.0,19500.0,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,False,True,32250.0,7.0,2785.714285714286,2.5
Ford,Mustang GT,2016.0,36000.0,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,False,True,31000.0,9.0,4000.0,5.0
Rolls-Royce,Wraith Base,2016.0,21000.0,Gasoline,624.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,False,False,217000.0,9.0,2333.3333333333335,6.6
Chevrolet,Camaro 1SS,2022.0,6640.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,False,True,51999.0,3.0,2213.3333333333335,6.2
BMW,X5 xDrive35i,2016.0,74850.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,False,True,21900.0,9.0,8316.666666666666,3.0
Nissan,Maxima SV,2014.0,117000.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,False,True,10900.0,11.0,10636.363636363636,3.5
Toyota,Tundra TRD Pro,2016.0,51400.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,False,False,39900.0,9.0,5711.111111111111,5.7
INFINITI,QX60 AUTOGRAPH,2022.0,6000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gold,Brown,False,True,57999.0,3.0,2000.0,3.5
Mitsubishi,Lancer Evolution MR,2006.0,128000.0,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,False,True,37999.0,19.0,6736.8421052631575,2.0
BMW,X3 xDrive30i,2021.0,15000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,False,True,39995.0,4.0,3750.0,2.0
Toyota,Tundra SR5,2016.0,119000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,False,True,29950.0,9.0,13222.222222222223,5.7
Lincoln,Mark LT Base,2006.0,87500.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,12999.0,19.0,4605.263157894737,5.4
Ford,Flex SEL,2011.0,149000.0,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,False,True,7999.0,14.0,10642.857142857143,3.5
Audi,Q5 2.0T Premium Plus,2015.0,54700.0,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Gray,Brown,False,True,20995.0,10.0,5470.0,2.0
Ford,F-150 XL,2021.0,45979.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,False,True,38532.0,4.0,11494.75,3.5
Lincoln,Continental Reserve,2017.0,56846.0,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,False,True,29000.0,8.0,7105.75,2.7
Tesla,Model X 75D,2017.0,94100.0,,518.0HP Electric Motor Electric Fuel System,A/T,Black,Orange,False,True,49900.0,8.0,11762.5,
Jeep,Grand Cherokee Limited,2017.0,80150.0,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,False,True,22500.0,8.0,10018.75,3.6
GMC,Terrain SLT-1,2013.0,11563.0,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,False,True,12300.0,12.0,963.5833333333334,2.4
